candidate,feature,label
virtual memory management,"0.0,1.0,1.25,-1.9991511106491089,-4.52936315536499,3.5453901290893555",0
instruction level parallelism,"0.0,1.0,1.45,-0.6847787499427795,1.190895915031433,0.4554680585861206",0
fast static RAM,"0.0,1.0,0.75,-1.2806837558746338,1.5734800100326538,0.6397530436515808",0
maximal heap size,"0.0,1.0,0.85,-0.4591788351535797,2.871293067932129,1.4098178148269653",0
technological details,"0.0,1.0,1.05,0.14019478857517242,-0.17218710482120514,0.46725553274154663",0
MHz Ultra processor LRB,"0.0,1.0,1.15,0.2845657467842102,0.3397674262523651,0.7536242604255676",1
insertion buffer,"0.0,1.0,0.8,-1.2470781803131104,-2.6371819972991943,2.272149085998535",1
External Heapsort BOTTOMUPHEAPSORT,"0.0,1.0,1.7,-0.6718528270721436,-0.9360243082046509,0.778479278087616",0
setassociative cache performance,"0.0,1.0,1.6,-8.83055305480957,1.270354986190796,5.292423248291016",0
33N,"0.0,1.0,0.15,0.0,0.0,0.0",0
main memory access,"0.0,1.0,0.9,-2.525050401687622,-4.793113708496094,3.6064271926879883",0
dynamic RAM Including,"0.0,1.0,1.05,0.5565416812896729,0.3570186495780945,0.6213085651397705",0
element travels,"0.0,1.0,0.75,0.6847459077835083,1.679251790046692,1.3563841581344604",0
free pages,"0.0,1.0,0.5,-0.7899135947227478,1.2037768363952637,0.9337644577026367",0
k LRB B units,"0.0,1.0,0.65,1.9017252922058105,-1.7807537317276,2.6253750324249268",1
loser tree data,"0.0,1.0,0.75,-4.772922992706299,10.688801765441895,4.536923408508301",0
memory pages,"0.0,1.0,0.6,-3.5222861766815186,-5.633800029754639,4.548277378082275",0
assembler code,"0.0,1.0,0.7,-0.6854609251022339,-0.6830093860626221,0.5772433876991272",0
queue elements,"0.0,1.0,0.7,-1.090837001800537,2.171278476715088,0.835050106048584",0
several places Lemma,"0.0,1.0,1.0,0.7065752148628235,-0.2067410945892334,1.0548540353775024",0
fifteenth annual ACM symposium,"0.0,1.0,1.5,-0.9158339500427246,0.4894951581954956,0.37748265266418457",1
external memory model,"0.0,1.0,1.05,-2.2148654460906982,-3.553832769393921,3.3778886795043945",0
certain classes,"0.0,1.0,0.75,0.15652188658714294,0.6248222589492798,0.5312616229057312",0
array heap,"0.0,1.0,0.5,-0.06354524940252304,0.21094247698783875,0.24419525265693665",0
RRB B IOs,"0.0,1.0,0.45,2.4453284740448,-2.668347120285034,3.45231556892395",0
data structures,"0.0,1.0,0.75,1.261390209197998,6.122438430786133,3.048358678817749",0
single cache level,"0.0,1.0,0.9,-3.3887710571289062,4.340574741363525,1.8519917726516724",0
heap prop erty,"0.0,1.0,0.7,0.26774466037750244,-0.142294242978096,0.45149102807044983",0
groups suffice,"0.0,1.0,0.7,-0.07607108354568481,0.2910439074039459,0.36044052243232727",0
loser tree,"0.0,1.0,0.5,-8.321401596069336,10.37852668762207,3.9690771102905273",1
significant constant factor overheads,"0.0,1.0,1.85,-0.7405480146408081,-1.0454895496368408,1.1340279579162598",1
binary tree,"0.0,1.0,0.55,-6.9031453132629395,11.230545043945312,4.123424053192139",0
simple upper bound,"0.0,1.0,0.9,-5.404416561126709,-0.5591044425964355,2.704486608505249",0
simple variant,"0.0,1.0,0.7,0.4215215742588043,-0.3334370255470276,0.9055927395820618",0
cache hierarchy prevalent,"0.0,1.0,1.25,-3.3905341625213623,3.0801613330841064,1.6724215745925903",0
Ladner LSB,"0.0,1.0,0.5,-0.26511648297309875,0.43993669748306274,0.7118126153945923",0
dynamical problem,"0.0,1.0,0.85,0.6182088851928711,4.407369136810303,2.404693603515625",0
Related Work External memory algorithms,"0.0,1.0,1.95,-1.0002708435058594,-3.184654951095581,2.8349599838256836",1
binary heaps Buffer search trees,"0.0,1.0,1.6,-2.4711787700653076,4.076419353485107,2.337367534637451",1
fish spear data structure LSB,"0.0,1.0,1.45,0.5568503141403198,3.4260945320129395,1.7656214237213135",1
Computer Programming Sorting,"0.0,1.0,1.4,2.120803117752075,3.0653183460235596,2.522963762283325",0
cache fault,"0.0,1.0,0.55,-4.020993709564209,6.165136814117432,2.846245288848877",0
dummy elements,"0.0,1.0,0.7,-0.29145169258117676,1.1358126401901245,0.42640575766563416",0
memory suffice,"0.0,1.0,0.7,-2.816086530685425,-5.6004157066345215,4.5565595626831055",0
heaplike data structures,"0.0,1.0,1.2,1.261390209197998,6.122438430786133,3.048358678817749",0
considerable practical interest,"0.0,1.0,1.55,-0.6770453453063965,-1.0263206958770752,1.1173168420791626",0
parallel disks Calendar,"0.0,1.0,1.15,-0.8998110294342041,0.20867080986499786,0.39237546920776367",0
ie elements,"0.0,1.0,0.55,-0.7204792499542236,2.4767303466796875,0.900147020816803",0
important aspects,"0.0,1.0,0.85,0.2765181064605713,0.07637864351272583,0.4325674772262573",0
total number,"0.0,1.0,0.6,0.9806162714958191,-5.066572666168213,5.022906303405762",0
parallel disks,"0.0,1.0,0.7,-1.3371220827102661,0.2403343915939331,0.5039551258087158",0
careful implementation,"0.0,1.0,1.1,-0.3181675672531128,0.4009424149990082,0.3894668221473694",0
compiler use,"0.0,1.0,0.6,0.700953483581543,-0.3175087869167328,0.9783310890197754",0
confusing effect,"0.0,1.0,0.8,0.17603865265846252,-0.04931098222732544,0.9322104454040527",0
deleted elements,"0.0,1.0,0.8,-0.37972763180732727,1.3791526556015015,0.5934322476387024",0
low cost,"0.0,1.0,0.4,-0.9202492833137512,5.961338996887207,2.9274888038635254",0
small size,"0.0,1.0,0.5,-0.9687949419021606,3.7748866081237793,1.998094081878662",0
high density,"0.0,1.0,0.6,0.06652452051639557,-0.2628365159034729,0.7788935899734497",0
nonempty RRB DeleteMin,"0.0,1.0,1.1,0.01656036078929901,-0.2954857349395752,0.30259600281715393",0
heap level ie,"0.0,1.0,0.65,-0.8767414093017578,1.0462265014648438,0.4538702964782715",0
point sequence heaps,"0.0,1.0,1.0,-1.54232919216156,4.451906204223633,2.2456300258636475",0
minimal element queue,"0.0,1.0,1.05,-0.1755337119102478,1.848557949066162,1.2457104921340942",0
internal computation matters,"0.0,1.0,1.4,-3.2004058361053467,0.6805288791656494,1.3379684686660767",0
new page needs,"0.0,1.0,0.7,0.07840237766504288,2.094327688217163,0.8576474189758301",0
USA,"0.0,1.0,0.15,5.096290111541748,10.72982406616211,7.305132865905762",0
efficient way,"0.0,1.0,0.65,-1.1021060943603516,0.7405872344970703,1.1159303188323975",0
priority queue,"0.0,1.0,0.7,-3.4641056060791016,5.511216640472412,2.0304617881774902",1
detailed analysis,"0.0,1.0,0.85,5.1641154289245605,-0.8767110109329224,5.577912330627441",0
internal memory Therefore,"0.0,1.0,1.25,-2.09428334236145,-4.0221476554870605,3.1278750896453857",0
unit memory access cost,"0.0,1.0,1.15,-2.227771759033203,-0.27773070335388184,3.7857449054718018",1
cache line,"0.0,1.0,0.5,-5.1532979011535645,5.90557861328125,2.2445755004882812",0
memory LSB,"0.0,1.0,0.5,-5.559942722320557,-11.267727851867676,8.652722358703613",0
average case,"0.0,1.0,0.6,-0.9116978049278259,-0.37020343542099,0.5916763544082642",0
additional differences,"0.0,1.0,1.1,-0.4754754304885864,-3.3527843952178955,2.834676742553711",0
following observation,"0.0,1.0,1.05,0.5727641582489014,-0.5810595750808716,1.1556507349014282",0
hyperbolic form,"0.0,1.0,0.75,0.3255380094051361,-0.3800443410873413,0.5568578243255615",0
memory locations,"0.0,1.0,0.8,-2.852034568786621,-5.769626140594482,4.450217247009277",0
Fast priority queues,"0.0,1.0,1.0,-3.9890639781951904,6.057365417480469,2.1095731258392334",0
performance degradation,"0.0,1.0,1.15,-4.317589282989502,-4.164915561676025,3.3239197731018066",0
Fishspear data structure LSB,"0.0,1.0,1.4,0.8779292106628418,4.551454544067383,2.3528521060943604",1
R group buffers,"0.0,1.0,0.75,-6.9736785888671875,-2.800535202026367,4.310035228729248",0
limited clock resolution RRB,"0.0,1.0,1.4,0.1657785326242447,-0.3337153196334839,0.4876760244369507",1
LSB,"0.0,1.0,0.15,0.0,0.0,0.0",1
Cormen Leiserson,"0.0,1.0,0.8,-0.03241407498717308,0.5457277297973633,0.6970407962799072",0
large N,"0.0,1.0,0.35,-1.8360892534255981,5.584789276123047,3.0325193405151367",0
Wegner LSB,"0.0,1.0,0.5,0.21019874513149261,-0.05181856453418732,-0.20589984953403473",0
amortized work,"0.0,1.0,0.7,0.9812097549438477,-0.9540886878967285,1.5987337827682495",0
k IOs suffice,"0.0,1.0,0.65,1.3713197708129883,-1.4366869926452637,2.212109327316284",0
deleteMin operations,"0.0,1.0,1.0,0.13755770027637482,-0.86937415599823,0.9337562918663025",0
large binary heaps,"0.0,1.0,0.9,-3.4397103786468506,7.553843021392822,3.347489595413208",0
key comparisons,"0.0,1.0,0.75,0.9152757525444031,0.13857588171958923,0.9747376441955566",0
Small Queues Let N,"0.0,1.0,0.9,-2.680642604827881,5.148095607757568,2.114752769470215",1
parallelization LRB,"0.0,1.0,0.95,-0.06055225804448128,-0.31356486678123474,0.08800391852855682",0
First draft,"0.0,1.0,0.55,0.5731573104858398,-0.5904126763343811,0.9641612768173218",0
sorted sequence,"0.0,1.0,0.75,-0.32232069969177246,1.3138033151626587,0.3353811502456665",0
additional node,"0.0,1.0,0.75,1.1253082752227783,2.721449613571167,5.527311325073242",0
sorting operation,"0.0,1.0,0.85,0.5828593373298645,-0.5737358331680298,1.056337833404541",0
warmup run,"0.0,1.0,0.5,0.2322697937488556,1.603110671043396,0.9033747315406799",0
Roman Dementiev Peter Sanders Asynchronous,"0.0,1.0,2.1,-0.2019824981689453,0.4505295753479004,0.629604160785675",1
CC,"0.0,1.0,0.1,-0.3451274633407593,-0.01139583345502615,0.04963372275233269",1
insertion buffer LRB eg,"0.0,1.0,1.15,-1.2470781803131104,-2.6371819972991943,2.272149085998535",1
RSB Binary,"0.0,1.0,0.5,-5.477690696716309,12.22062873840332,4.28411865234375",0
efficient form,"0.0,1.0,0.7,0.32251349091529846,-1.0061872005462646,1.0038914680480957",0
firstlevel cache,"0.0,1.0,0.8,-9.088818550109863,10.530820846557617,3.9921860694885254",0
execution unit,"0.0,1.0,0.7,0.14420464634895325,-0.5625564455986023,0.5782859921455383",0
deletion heap,"0.0,1.0,0.65,-1.255972146987915,-2.0914578437805176,1.8533170223236084",0
arbitrary mix,"0.0,1.0,0.65,0.05539098381996155,0.387347936630249,0.2591071128845215",0
EDVAC TPIE User Manual,"0.0,1.0,1.1,-0.09691441059112549,0.4275563955307007,1.5308849811553955",1
study LSB,"0.0,1.0,0.45,0.6223524808883667,-0.5977228879928589,0.8615611791610718",0
heuristics improves,"0.0,1.0,0.95,-0.3137627840042114,0.05735158920288086,0.9056488871574402",0
group GR,"0.0,1.0,0.4,-5.449738502502441,-2.9178924560546875,3.0563066005706787",1
parallel disks LSB,"0.0,1.0,0.9,-1.3371220827102661,0.2403343915939331,0.5039551258087158",0
overall charge,"0.0,1.0,0.7,0.2971341013908386,-0.2680612802505493,0.6691888570785522",0
small queues,"0.0,1.0,0.6,-3.3873343467712402,3.9644885063171387,2.021993398666382",0
implementation approach,"0.0,1.0,1.15,0.7775495052337646,-0.0964897871017456,1.2461694478988647",0
WorstCase ExternalMemory Priority,"0.0,1.0,1.65,-5.467016220092773,9.156606674194336,3.2909700870513916",0
average QUICKSORT LRB,"0.0,1.0,1.05,-0.5675525069236755,0.31915518641471863,0.11799164116382599",0
second level cache,"0.0,1.0,0.9,-4.295019149780273,5.078551769256592,1.9599814414978027",0
write ie,"0.0,1.0,0.4,0.12553848326206207,-0.13729216158390045,0.5441723465919495",0
sequential algorithms,"0.0,1.0,1.05,-0.25342294573783875,-0.8658055067062378,0.5636038780212402",0
superscalar processor,"0.0,1.0,1.05,0.5180803537368774,0.9631904363632202,0.5481200218200684",0
separate binary heap,"0.0,1.0,1.0,-1.9455183744430542,4.080296039581299,1.448920726776123",0
separate caches,"0.0,1.0,0.75,-1.2557520866394043,-0.9989568591117859,0.6545253396034241",0
write instructions,"0.0,1.0,0.9,0.2615957260131836,-0.3636990189552307,0.5813236236572266",0
deleteMin Elements,"0.0,1.0,0.9,-0.20200955867767334,1.100793719291687,0.8454793691635132",0
R groups,"0.0,1.0,0.4,-0.4186131954193115,1.9011280536651611,0.7209902405738831",0
operations Section,"0.0,1.0,0.9,1.9819791316986084,-2.8342912197113037,3.371257781982422",0
additional memory accesses,"0.0,1.0,1.3,-1.9024618864059448,-5.652280807495117,4.746133327484131",0
architectures June,"0.0,1.0,0.9,2.587894916534424,3.7195656299591064,3.049819231033325",0
high locality,"0.0,1.0,0.65,0.41279155015945435,-0.057849183678627014,0.6579771041870117",0
high cost,"0.0,1.0,0.45,-0.9480272531509399,5.949029922485352,2.9341769218444824",0
clock speed,"0.0,1.0,0.55,0.03387105464935303,-0.3214614689350128,0.6543387770652771",0
internal memory,"0.0,1.0,0.75,-3.1119139194488525,-6.048908710479736,4.647497177124023",0
main difficulty,"0.0,1.0,0.75,-0.637111485004425,-0.9964379072189331,0.5525240898132324",0
external LSB,"0.0,1.0,0.6,-0.7748458981513977,-1.1881840229034424,0.8499974012374878",0
efficient implementation,"0.0,1.0,1.2,-0.16040420532226562,-0.7062696814537048,0.7316464185714722",0
algorithm design,"0.0,1.0,0.8,7.303796768188477,3.8743958473205566,7.408740043640137",0
noteworthy difference,"0.0,1.0,1.05,-0.2114206850528717,0.19051364064216614,-0.24649885296821594",0
sequential processor,"0.0,1.0,1.0,0.6964411735534668,0.6904764175415039,0.636959969997406",0
memory block cache,"0.0,1.0,0.9,-5.084178924560547,0.47563424706459045,4.458353519439697",0
loser tree variant,"0.0,1.0,0.9,-5.616401195526123,7.047417163848877,2.691779851913452",0
LRB B,"0.0,1.0,0.25,2.4453284740448,-2.668347120285034,3.45231556892395",0
realistic cases,"0.0,1.0,0.75,0.24008148908615112,-0.16050687432289124,0.4589238464832306",0
single registertoregister shift instruction,"0.0,1.0,2.15,-0.04410897567868233,0.4926953613758087,0.5809811353683472",1
amortized execution time,"0.0,1.0,1.2,1.5968443155288696,-1.649946689605713,2.340134620666504",0
good measure,"0.0,1.0,0.6,-0.4677845239639282,-0.5823447704315186,0.3481965661048889",0
recent study LSB,"0.0,1.0,0.8,-1.014915943145752,-0.9468868970870972,1.2438617944717407",0
simulation event,"0.0,1.0,0.8,-3.946424961090088,1.457716464996338,2.18790864944458",0
additional charge,"0.0,1.0,0.85,0.034005604684352875,-3.209731340408325,3.0189571380615234",0
deletequeue coincide,"0.0,1.0,1.0,-0.2768462002277374,0.15407460927963257,0.7080853581428528",0
address offsets,"0.0,1.0,0.75,-2.042731523513794,-0.5346205234527588,1.3455262184143066",0
RRB RRB,"0.0,1.0,0.35,0.0,0.0,0.0",0
TPIE,"0.0,1.0,0.2,-0.08277389407157898,0.3354521095752716,0.4958142638206482",0
minimum intervals,"0.0,1.0,0.85,-4.368011951446533,2.1009294986724854,1.4753779172897339",0
heap grows,"0.0,1.0,0.5,-0.010283232666552067,0.365170955657959,0.23306839168071747",0
memory efficiency,"0.0,1.0,0.85,-2.7558705806732178,-5.697255611419678,4.2678608894348145",0
heap data structure,"0.0,1.0,0.95,1.002907633781433,4.590683460235596,2.3277170658111572",0
performance difference,"0.0,1.0,1.1,-4.511105060577393,-3.924962043762207,3.303474187850952",0
search trees Proceedings,"0.0,1.0,1.2,-1.4080613851547241,0.8351003527641296,0.22106559574604034",0
BO LRB,"0.0,1.0,0.3,0.0,0.0,0.0",0
fast memory,"0.0,1.0,0.55,-2.94276762008667,-5.550233364105225,4.284126281738281",0
factor R,"0.0,1.0,0.4,-0.8708149194717407,1.2100653648376465,0.9044269919395447",0
instruction reads,"0.0,1.0,0.85,-0.20173677802085876,0.407015323638916,0.15054774284362793",0
flat memory cache faults,"0.0,1.0,1.2,-3.7596354484558105,-0.06902365386486053,3.263216972351074",1
small RRB Fishspear,"0.0,1.0,0.95,-0.47256532311439514,-0.4118930697441101,0.5994409322738647",0
complicated index computations,"0.0,1.0,1.5,0.34837496280670166,0.433000773191452,0.4716298282146454",0
Computational Phylogenetics,"0.0,1.0,1.35,-2.81524920463562,-0.6143103241920471,1.312936544418335",0
sequence heap Proof Let,"0.0,1.0,1.15,0.46500474214553833,-0.16370368003845215,1.2356789112091064",1
6N,"0.0,1.0,0.1,0.0,0.0,0.0",0
general approach,"0.0,1.0,0.8,-0.3820308446884155,-0.5030509829521179,1.7988853454589844",0
cache effects,"0.0,1.0,0.65,-4.81893253326416,5.5306806564331055,2.0475594997406006",0
total size,"0.0,1.0,0.5,-0.5471676588058472,4.59206485748291,1.6708104610443115",0
direct cost,"0.0,1.0,0.55,-1.6091597080230713,6.395626544952393,2.5937328338623047",0
Rway merge,"0.0,1.0,0.5,-1.1657179594039917,-0.7214473485946655,0.6618404984474182",0
IO efficient subroutine,"0.0,1.0,1.15,-0.20692068338394165,-0.5521023273468018,0.6264601945877075",0
first level cache,"0.0,1.0,0.85,-3.3199503421783447,3.8266496658325195,2.0039379596710205",0
property LRB,"0.0,1.0,0.6,2.155024290084839,6.58782434463501,3.8651130199432373",0
deletion Buffer Fig,"0.0,1.0,0.95,-1.6257405281066895,-3.194742202758789,2.517321825027466",0
external memory algorithm,"0.0,1.0,1.25,1.0509663820266724,-3.1114158630371094,6.302584171295166",0
first level cache size,"0.0,1.0,1.1,-2.8243391513824463,4.98724365234375,2.2715585231781006",1
efficient software SpringerVerlag New York Inc New York NY,"0.0,1.0,2.9,0.5317432284355164,0.8050567507743835,1.1354382038116455",1
k sequence buffers,"0.0,1.0,0.9,-2.6523630619049072,-2.137730598449707,3.53523325920105",0
shared memory multiprocessor,"0.0,1.0,1.4,-1.549736499786377,-3.1081860065460205,3.4693896770477295",0
algorithmic complications,"0.0,1.0,1.25,-0.40383613109588623,-0.2748826742172241,0.3662600517272949",0
single processor variant,"0.0,1.0,1.2,0.5340012907981873,0.8772984147071838,0.7466748356819153",0
special routines,"0.0,1.0,0.8,-0.26405593752861023,-0.021124377846717834,0.48943090438842773",0
Alpha processor R,"0.0,1.0,0.85,0.5767434239387512,0.3263382911682129,2.1627004146575928",0
comparison model,"0.0,1.0,0.8,0.792115330696106,0.9199030995368958,1.1942614316940308",0
heap sequence,"0.0,1.0,0.65,-0.43258923292160034,1.2854974269866943,0.5132471323013306",0
optimal memory efficiency,"0.0,1.0,1.25,-1.9455362558364868,-3.3278415203094482,3.062084197998047",0
RRB,"0.0,1.0,0.15,0.0,0.0,0.0",1
Baltimore Maryland JoonSang Park Michael Penner Viktor K Prasanna Optimizing Graph Algorithms,"0.0,1.0,4.65,0.3689676523208618,0.49785223603248596,1.3159443140029907",1
implementa tions,"0.0,1.0,0.8,0.0680546760559082,0.09329228103160858,0.15790003538131714",0
unnecessary memory accesses,"0.0,1.0,1.35,-1.7891138792037964,-3.6442463397979736,3.060065984725952",0
LEDASM Efficient priority queues,"0.0,1.0,1.6,-3.884077310562134,5.546228885650635,2.4940247535705566",1
improved array heap,"0.0,1.0,0.95,0.10114926099777222,0.22116993367671967,0.33832406997680664",0
Theta LRB B RRB,"0.0,1.0,0.75,1.2181782722473145,-1.31344473361969,1.606402039527893",1
fast memories,"0.0,1.0,0.65,-0.3191191554069519,0.015532948076725006,-0.10859905183315277",0
many accesses,"0.0,1.0,0.65,0.794992208480835,-0.576545774936676,1.2531667947769165",0
index computations,"0.0,1.0,0.9,0.5157010555267334,0.6187362670898438,0.7524173855781555",0
following canonical data path,"0.0,1.0,1.45,-0.8235796093940735,5.337940216064453,2.763697862625122",1
fast parallel disk subsystems,"0.0,1.0,1.45,-0.8734056353569031,0.1560075879096985,0.4603201150894165",1
small inputs,"0.0,1.0,0.6,-0.1761777400970459,-0.6377080082893372,0.48524928092956543",0
RSB RRB,"0.0,1.0,0.35,0.0,0.0,0.0",0
queue size,"0.0,1.0,0.5,-1.3993499279022217,5.167426109313965,1.9221868515014648",0
fourteenth annual ACMSIAM symposium,"0.0,1.0,1.75,-0.6028669476509094,0.3762030601501465,0.1914103478193283",1
main concern,"0.0,1.0,0.6,-0.6732281446456909,-0.9322733283042908,0.8627278804779053",0
heap sort RRB,"0.0,1.0,0.65,0.05551479384303093,0.016730770468711853,0.12715590000152588",0
large queues,"0.0,1.0,0.6,-3.081000566482544,3.5860140323638916,2.2860708236694336",0
SPARC,"0.0,1.0,0.25,-0.06700921058654785,-0.1929604709148407,0.34430861473083496",0
efficient implementations,"0.0,1.0,1.25,-0.14082711935043335,-0.680304229259491,0.4879450500011444",0
small LRB,"0.0,1.0,0.45,-0.6000848412513733,-0.9192525744438171,0.9217677712440491",0
cache level,"0.0,1.0,0.55,-5.436095714569092,6.205060005187988,2.3491086959838867",0
unloaded machines Sequence,"0.0,1.0,1.3,-0.11718201637268066,0.655998706817627,0.5180996060371399",0
monotonic queues,"0.0,1.0,0.8,-3.2358436584472656,4.441354751586914,1.70671546459198",0
Reference External memory algorithms Algorithms,"0.0,1.0,2.35,-0.9907236099243164,-2.506073474884033,2.9773001670837402",1
valuable suggestions,"0.0,1.0,1.0,-3.286126136779785,-0.17320606112480164,1.2657142877578735",0
current queue size,"0.0,1.0,0.9,-1.0527139902114868,3.72481369972229,1.4937690496444702",0
moderate speedup,"0.0,1.0,0.8,0.14798469841480255,-0.06860817968845367,0.34892940521240234",0
first external memory priority data structure,"0.0,1.0,2.25,-1.3184386491775513,1.5549033880233765,3.481454610824585",1
group buffer,"0.0,1.0,0.6,-6.096199989318848,-5.2679643630981445,4.818057060241699",1
invalid group buffers,"0.0,1.0,1.05,-6.750278472900391,-3.9102096557617188,3.8821182250976562",0
mainstream model,"0.0,1.0,0.8,-0.23590871691703796,0.9635757207870483,0.5202131867408752",0
ACM,"0.0,1.0,0.15,-2.135223388671875,1.1648626327514648,0.713592529296875",0
simplified average case,"0.0,1.0,1.15,-0.5868934988975525,-0.18919403851032257,0.3181382119655609",0
satisfactory performance,"0.0,1.0,1.2,-4.277204513549805,-3.8497519493103027,3.420191764831543",0
insert buffer,"0.0,1.0,0.65,-0.5583012104034424,-2.632927179336548,2.337167263031006",0
deletion buffer,"0.0,1.0,0.75,-2.2237019538879395,-4.537044525146484,3.6047611236572266",1
redundant computations,"0.0,1.0,1.1,0.12349465489387512,0.7647690773010254,0.4904212951660156",0
external memory algorithms,"0.0,1.0,1.3,-2.377330780029297,-4.644460678100586,3.533696413040161",0
enough information,"0.0,1.0,0.9,2.9482100009918213,-0.6473445296287537,3.1142382621765137",0
R Gamma,"0.0,1.0,0.35,-0.42788177728652954,1.6170190572738647,0.4804084897041321",0
external sequences,"0.0,1.0,0.9,-0.2375098168849945,-0.775053858757019,0.8280209302902222",0
traditional priority queues,"0.0,1.0,1.35,-3.7169971466064453,5.828969478607178,2.4757397174835205",0
buffer blocks,"0.0,1.0,0.65,-1.6045726537704468,-2.1126537322998047,2.0413801670074463",0
shrinking queue,"0.0,1.0,0.75,-0.6482653617858887,0.9579349756240845,0.5485864877700806",0
C matrix,"0.0,1.0,0.4,-5.103593349456787,1.9164459705352783,2.8921055793762207",0
data copying,"0.0,1.0,0.6,0.5453310012817383,6.118800640106201,3.0600602626800537",0
IRAM LSB,"0.0,1.0,0.4,-0.1567787528038025,-0.1441900134086609,0.5650671720504761",0
dense shadow space alias,"0.0,1.0,1.2,-2.1560556888580322,0.08561625331640244,0.7913085222244263",1
horizontal shears,"0.0,1.0,0.85,-0.03157772123813629,0.12065953016281128,0.14819413423538208",0
address voxels,"0.0,1.0,0.7,-1.8425779342651367,-0.1427914798259735,0.6434668898582458",0
Physical page recoloring,"0.0,1.0,1.2,-4.6883015632629395,1.0612146854400635,2.068664312362671",0
miss time,"0.0,1.0,0.45,1.749063491821289,-2.6093971729278564,3.2867207527160645",0
0A,"0.0,1.0,0.1,0.0,0.0,0.0",0
scat tergather functionality,"0.0,1.0,1.4,-0.15680508315563202,-0.1001541018486023,1.017636775970459",0
annual southeast regional conference March,"0.0,1.0,2.1,-3.2044315338134766,2.076859951019287,1.2813373804092407",1
synthetic RRB data structure,"0.0,1.0,1.4,0.998328685760498,4.6916351318359375,2.2464373111724854",1
aggressive asap policy performs,"0.0,1.0,1.55,-2.93404483795166,2.4628379344940186,1.1463744640350342",1
104M,"0.0,1.0,0.2,0.0,0.0,0.0",0
input image,"0.0,1.0,0.55,0.6360214352607727,-5.4004693031311035,4.834011554718018",0
tlb performance CTR Jun Miyazaki Hardware,"0.0,1.0,2.05,-3.3815062046051025,-2.0684971809387207,2.494347095489502",1
high angle,"0.0,1.0,0.5,0.2479025423526764,-0.4597708582878113,0.7911908626556396",0
physical range,"0.0,1.0,0.7,-6.3645806312561035,0.83070969581604,2.965364456176758",0
memory bus,"0.0,1.0,0.5,-2.9991931915283203,-5.974971294403076,4.569214820861816",0
LRPC,"0.0,1.0,0.2,0.1653675138950348,-0.13568615913391113,0.47491681575775146",0
Mogul LSB,"0.0,1.0,0.45,-0.29274311661720276,0.01707540825009346,-0.34183868765830994",0
hot data,"0.0,1.0,0.4,1.0327203273773193,5.653062343597412,3.0333521366119385",0
fixed threshold,"0.0,1.0,0.75,-1.518471360206604,4.582554817199707,2.097011089324951",0
promotion policies LRB asap,"0.0,1.0,1.35,-5.355581760406494,1.0788617134094238,2.353644609451294",1
onedimensional traversals,"0.0,1.0,1.25,-0.3646113872528076,0.3618049919605255,0.32324978709220886",0
physical page recoloring,"0.0,1.0,1.2,-4.6883015632629395,1.0612146854400635,2.068664312362671",0
various components,"0.0,1.0,0.9,-0.5290728807449341,0.06524920463562012,0.32831060886383057",0
performance differences reveals,"0.0,1.0,1.55,-3.1921141147613525,-2.838932752609253,2.3732974529266357",0
sufficient Contact information Prof John Carter School,"0.0,1.0,2.7,2.340946912765503,1.4707578420639038,2.645543336868286",1
needs Section,"0.0,1.0,0.65,2.0690109729766846,-2.0239741802215576,2.737553596496582",0
mechanisms LRB remapping,"0.0,1.0,1.2,0.13109101355075836,-0.5257651805877686,0.6311487555503845",0
TLB performance Compaq Computer Corporation Revisiting superpage promotion,"0.0,1.0,3.7,-3.713919162750244,-2.6995162963867188,4.401400089263916",1
SIGOPS,"0.0,1.0,0.3,-0.20721466839313507,-0.18426616489887238,0.11317029595375061",0
remapped image,"0.0,1.0,0.7,0.6897516846656799,-5.4303154945373535,4.724795341491699",0
third column numbers,"0.0,1.0,1.0,-3.936375617980957,-1.4540365934371948,3.236818313598633",0
alternative direction integration dm,"0.0,1.0,1.8,-1.2085301876068115,-1.1786305904388428,0.8801447153091431",1
unlikely RRB,"0.0,1.0,0.6,0.12808291614055634,-0.44870439171791077,0.21174627542495728",0
76M,"0.0,1.0,0.15,0.0,0.0,0.0",0
performance range,"0.0,1.0,0.85,-4.029216766357422,-3.0042407512664795,3.8642678260803223",0
restructure data Using Impulse,"0.0,1.0,1.5,-0.06159907579421997,1.5680924654006958,2.509248733520508",1
physical memory regions,"0.0,1.0,1.15,-6.37830114364624,-3.999041795730591,4.578944683074951",0
software LSB,"0.0,1.0,0.6,0.5299112200737,-0.5323270559310913,0.6828569769859314",0
volume element LRB voxel RRB,"0.0,1.0,1.4,-3.596486806869507,2.492995500564575,2.3708102703094482",1
RSB Using,"0.0,1.0,0.45,-0.13341063261032104,0.2578262388706207,0.3169558346271515",0
shear operation,"0.0,1.0,0.75,0.9865008592605591,-1.0187389850616455,1.5223948955535889",0
operating system,"0.0,1.0,0.8,-2.5298962593078613,-5.908888339996338,4.49805212020874",1
148M,"0.0,1.0,0.2,0.0,0.0,0.0",0
inefficient use,"0.0,1.0,0.75,0.5643572211265564,-0.7038490772247314,1.0147374868392944",0
complete simulation,"0.0,1.0,0.95,3.7686431407928467,0.9485080242156982,4.038905620574951",0
Impulse project,"0.0,1.0,0.75,-1.4923393726348877,-2.8988683223724365,2.2659554481506348",0
