candidate,feature,label
tree information,"0.0,1.0,0.8,-1.3717468976974487,4.3179521560668945,3.9156813621520996",0
basic idea,"0.0,1.0,0.5,0.48563748598098755,0.4220182001590729,0.22395087778568268",0
processor Compiler,"0.0,1.0,0.9,0.5930240154266357,0.9010080099105835,0.5182276964187622",0
New York,"0.0,1.0,0.4,0.8581556081771851,2.263270854949951,0.48137086629867554",0
superscalar machines RRB,"0.0,1.0,1.2,0.08637131750583649,-0.13533002138137817,0.2616801857948303",0
usefulness experimen,"0.0,1.0,1.0,-0.9238542914390564,0.08928120136260986,0.8950822353363037",0
sequential algorithms,"0.0,1.0,1.05,-0.4807758927345276,-0.2404898852109909,0.691056489944458",0
O6,"0.0,1.0,0.1,-0.07962942123413086,-0.25985845923423767,-0.19099320471286774",0
Viktor K,"0.0,1.0,0.4,1.8961422443389893,-0.14635537564754486,2.24735689163208",0
good measure,"0.0,1.0,0.6,-0.6474976539611816,-0.2703947424888611,0.5626897811889648",0
kway merge,"0.0,1.0,0.5,-1.4823224544525146,0.3228742182254791,0.4725187420845032",0
integer division operations,"0.0,1.0,1.35,-0.21707050502300262,-0.937507152557373,2.069323778152466",0
old elements,"0.0,1.0,0.6,0.35782504081726074,1.523979902267456,0.20068153738975525",0
parallel disks,"0.0,1.0,0.7,-1.4717153310775757,0.15155258774757385,0.5484017729759216",0
heap N,"0.0,1.0,0.3,1.0599418878555298,7.817424297332764,1.0896553993225098",0
single registertoregister shift,"0.0,1.0,1.55,0.14509212970733643,0.5128348469734192,0.4967484772205353",0
large comparison,"0.0,1.0,0.8,-0.2644883990287781,-1.3883907794952393,2.0653183460235596",0
R group,"0.0,1.0,0.35,-5.356189250946045,2.63012957572937,2.2528975009918213",1
RRB B,"0.0,1.0,0.25,3.5546226501464844,-0.4848255217075348,3.799086093902588",0
average case,"0.0,1.0,0.6,-1.0295616388320923,-0.2987426519393921,0.8460129499435425",0
order RRB,"0.0,1.0,0.45,0.07305346429347992,0.7962808012962341,0.17655763030052185",0
cache faults,"0.0,1.0,0.6,-6.19490909576416,4.266241073608398,0.9460327625274658",0
single processor variant,"0.0,1.0,1.2,0.6565667986869812,0.9367144703865051,0.47675347328186035",0
loser tree,"0.0,1.0,0.5,-3.762147903442383,12.909418106079102,0.8738371133804321",1
small inputs,"0.0,1.0,0.6,-0.4031723737716675,-0.5076518058776855,0.5155250430107117",0
little effect,"0.0,1.0,0.65,0.244735449552536,0.0717456042766571,0.6640222668647766",0
unloaded machines Sequence,"0.0,1.0,1.3,-0.08266419917345047,0.7301343083381653,0.39204248785972595",0
half century LSB,"0.0,1.0,0.8,0.27167731523513794,0.06466908007860184,0.49767640233039856",0
ACM,"0.0,1.0,0.15,-2.0665204524993896,1.45506751537323,0.40552225708961487",0
mk group,"0.0,1.0,0.4,-5.944680213928223,0.7153232097625732,1.8884378671646118",0
group G,"0.0,1.0,0.35,-5.102860450744629,1.557325839996338,2.330639362335205",1
present refinements,"0.0,1.0,0.95,-0.11784287542104721,0.5878998637199402,-0.013386264443397522",0
Refinements Memory,"0.0,1.0,0.9,-4.349326133728027,-2.8691656589508057,4.516916751861572",0
physical memory,"0.0,1.0,0.75,-10.502691268920898,1.372605800628662,5.582274913787842",0
kmerge Rmerge,"0.0,1.0,0.65,0.0,0.0,0.0",0
single sequence,"0.0,1.0,0.75,0.04928883910179138,1.814655065536499,0.42555636167526245",0
BO LRB,"0.0,1.0,0.3,0.0,0.0,0.0",0
different operation sequences,"0.0,1.0,1.45,1.065121054649353,0.7210443615913391,1.0836215019226074",0
enough information,"0.0,1.0,0.9,0.40937453508377075,-2.277188301086426,3.5745816230773926",0
calendar queues,"0.0,1.0,0.75,-2.8515143394470215,4.876077175140381,0.2086092233657837",0
great care,"0.0,1.0,0.5,-0.2343672662973404,-0.15218809247016907,0.3518494665622711",0
virtual memory pages,"0.0,1.0,1.0,-3.492629289627075,-1.7628768682479858,3.2649314403533936",0
secondlevel cache,"0.0,1.0,0.85,-11.729846000671387,8.09320068359375,1.9071146249771118",0
Group G,"0.0,1.0,0.35,-5.102860450744629,1.557325839996338,2.330639362335205",1
Algorithm Engineering,"0.0,1.0,1.05,5.503227233886719,2.8223211765289307,4.188286781311035",0
queue size,"0.0,1.0,0.5,-1.2104953527450562,5.470705032348633,0.339141845703125",0
amortized sense,"0.0,1.0,0.75,0.05184057354927063,0.3451947867870331,0.2780829966068268",0
improved arrayheaps LSB,"0.0,1.0,1.15,0.4424711763858795,0.39545994997024536,0.47744953632354736",0
necessary number,"0.0,1.0,0.8,0.9361425638198853,-3.730346441268921,6.510861873626709",0
memory accesses,"0.0,1.0,0.75,-4.371148586273193,-2.5054244995117188,4.714762210845947",0
optimal memory efficiency,"0.0,1.0,1.25,-2.9756078720092773,-1.3999414443969727,3.102158546447754",0
Rm B,"0.0,1.0,0.2,1.9687625169754028,-0.31566038727760315,2.0755865573883057",0
single array,"0.0,1.0,0.6,0.4876672029495239,0.6615687608718872,0.428756982088089",0
insertion RRB,"0.0,1.0,0.65,-0.5596823692321777,1.1368857622146606,0.26928216218948364",0
LEDASM,"0.0,1.0,0.3,0.0,0.0,0.0",0
valuable suggestions,"0.0,1.0,1.0,-3.1879770755767822,0.47536903619766235,1.0619618892669678",0
instruction cache,"0.0,1.0,0.85,-6.24350118637085,4.309713840484619,0.9711212515830994",0
log comparisons,"0.0,1.0,0.75,0.9164361357688904,-0.04249442368745804,1.0621027946472168",0
Level Cache,"0.0,1.0,0.55,-6.836101055145264,4.680837631225586,1.1005679368972778",1
Andreas Crauser,"0.0,1.0,0.75,0.8136435151100159,-0.4301735460758209,1.6291087865829468",0
kpR memory cells,"0.0,1.0,0.8,-2.98291277885437,-1.1362015008926392,3.2913386821746826",0
special case tests,"0.0,1.0,0.9,-2.3424794673919678,0.12136725336313248,1.2563115358352661",0
BOTTOMUPHEAPSORT,"0.0,1.0,0.8,0.0,0.0,0.0",0
constant c,"0.0,1.0,0.5,1.6541697978973389,-0.13748691976070404,1.7177523374557495",0
BO,"0.0,1.0,0.1,0.0,0.0,0.0",1
free pages,"0.0,1.0,0.5,-0.4699617624282837,2.673732280731201,0.4774346351623535",0
SPARC MIPS,"0.0,1.0,0.5,-1.0678651332855225,-0.7108319401741028,1.4552398920059204",0
merging cost,"0.0,1.0,0.6,-6.929623603820801,1.3354973793029785,2.5152742862701416",0
Compiler CC,"0.0,1.0,0.55,-0.01394982822239399,0.2092621922492981,0.1956666111946106",0
memory hierarchies,"0.0,1.0,0.9,-4.381973743438721,-2.9418368339538574,4.656280040740967",0
deleteMin insert,"0.0,1.0,0.8,0.6668519973754883,-0.06389421224594116,0.9347286224365234",0
studies heaps,"0.0,1.0,0.65,-1.943901538848877,6.848881721496582,0.5910693407058716",0
search tree,"0.0,1.0,0.55,-1.887813925743103,6.632349967956543,0.45231688022613525",0
memory locations,"0.0,1.0,0.8,-4.556815147399902,-3.089118719100952,4.811068058013916",0
INDIRECT,"0.0,1.0,0.4,0.2754318416118622,0.07463560998439789,-0.2720227539539337",1
TLB reach,"0.0,1.0,0.45,-6.028214454650879,-0.8982626795768738,3.2063162326812744",0
large DATA,"0.0,1.0,0.5,2.8735105991363525,5.084115028381348,2.597383499145508",0
physical tile,"0.0,1.0,0.65,-6.277510166168213,4.998358249664307,1.0000669956207275",0
synthetic data structures,"0.0,1.0,1.25,1.990780234336853,4.290905475616455,1.1294142007827759",0
PIM,"0.0,1.0,0.15,0.10500899702310562,0.4378921389579773,0.0020753999706357718",0
ways First,"0.0,1.0,0.5,0.5482156872749329,-0.1428147405385971,0.6824374794960022",0
average number,"0.0,1.0,0.7,0.2071109414100647,-3.534276247024536,6.467772960662842",0
true Using Impulsestyle,"0.0,1.0,1.15,0.5976966023445129,0.12936478853225708,0.7926238179206848",0
strided fetches,"0.0,1.0,0.75,-0.43870702385902405,-0.23693932592868805,0.34210047125816345",0
pseudovirtual memory,"0.0,1.0,1.0,-8.687687873840332,-5.764348030090332,9.259469985961914",0
customized program analysis,"0.0,1.0,1.35,-1.4237818717956543,-2.643493175506592,4.073461055755615",0
RAW,"0.0,1.0,0.15,-0.21346941590309143,-0.044085144996643066,0.02238779328763485",0
processors caches,"0.0,1.0,0.85,-0.48110419511795044,-3.992267608642578,7.201414585113525",0
virtual pages,"0.0,1.0,0.65,-0.8950999975204468,0.23785893619060516,0.26766204833984375",0
103M,"0.0,1.0,0.2,0.0,0.0,0.0",0
case LRB,"0.0,1.0,0.4,-0.6567725539207458,-0.8841655850410461,1.276840090751648",0
dense cache,"0.0,1.0,0.55,-6.569173812866211,4.162749290466309,1.1108558177947998",0
SIGOPS,"0.0,1.0,0.3,-0.24868275225162506,0.14437125623226166,0.09463375061750412",0
interactive rendering LRB,"0.0,1.0,1.25,-0.12805908918380737,0.03912240266799927,0.6224946975708008",0
Ali Ibrahim,"0.0,1.0,0.55,-1.6609892845153809,3.458604097366333,0.38858264684677124",0
matrix codes,"0.0,1.0,0.6,-6.79913854598999,1.795002818107605,1.9550279378890991",0
physical pages,"0.0,1.0,0.7,-6.802398204803467,4.618655681610107,1.0590236186981201",0
Rotation Table,"0.0,1.0,0.7,0.9910796880722046,-0.3372064232826233,1.3088157176971436",0
physical address,"0.0,1.0,0.8,-7.740129470825195,5.320598602294922,1.271436333656311",1
shadow descriptors,"0.0,1.0,0.9,-1.6955511569976807,1.940225601196289,0.4349110722541809",0
speedup Compared,"0.0,1.0,0.8,-0.4007278084754944,-0.18852007389068604,0.13426412642002106",0
tracedriven simulation,"0.0,1.0,1.1,1.2708253860473633,-0.10406293720006943,1.7812895774841309",0
ed RRB,"0.0,1.0,0.3,0.2916611135005951,0.061401598155498505,0.22891409695148468",0
59M,"0.0,1.0,0.15,0.0,0.0,0.0",0
LRB SMVP,"0.0,1.0,0.4,0.5496813058853149,-0.1742522120475769,0.5206605792045593",0
256M,"0.0,1.0,0.2,0.0,0.0,0.0",0
first column,"0.0,1.0,0.6,1.3349411487579346,6.9166178703308105,1.6330264806747437",0
Martin Hirzel,"0.0,1.0,0.65,-0.15416498482227325,0.34741151332855225,0.8685513734817505",0
128M,"0.0,1.0,0.2,0.0,0.0,0.0",0
N COLUMN,"0.0,1.0,0.4,1.9204108715057373,14.39218521118164,2.1146864891052246",0
cache misses,"0.0,1.0,0.6,-6.212418079376221,3.957216739654541,1.1511119604110718",0
CGA Page,"0.0,1.0,0.4,-0.4904489517211914,3.7262253761291504,0.3115079998970032",0
high TLB miss,"0.0,1.0,0.65,-4.052165985107422,-0.6658948063850403,2.6580569744110107",0
baseline version,"0.0,1.0,0.8,-0.7936521768569946,-0.4658218324184418,0.8589706420898438",0
temporal locality,"0.0,1.0,0.85,-4.493969917297363,-1.760016679763794,4.041036128997803",0
physical memory Section,"0.0,1.0,1.15,-5.09342622756958,0.685688316822052,5.738312244415283",0
shadow region,"0.0,1.0,0.65,-1.4971380233764648,1.3127672672271729,0.8781831860542297",0
algorithm LRB,"0.0,1.0,0.65,10.643645286560059,4.671914577484131,8.02952766418457",0
Impulse architecture,"0.0,1.0,1.0,-2.006269931793213,-0.9129465222358704,2.346006393432617",0
superpage creation,"0.0,1.0,0.9,-1.7318435907363892,-0.004033943638205528,1.0091552734375",0
baseline code,"0.0,1.0,0.65,-0.7345771789550781,-0.44095078110694885,0.7784876823425293",0
right angles,"0.0,1.0,0.6,0.11793826520442963,-0.004650373011827469,0.5326235890388489",0
conventional machine,"0.0,1.0,1.0,-0.43218785524368286,-1.4339067935943604,2.435901641845703",0
data points,"0.0,1.0,0.55,3.0803890228271484,6.5583062171936035,1.8156794309616089",0
general use,"0.0,1.0,0.55,0.3953568935394287,0.9516242146492004,1.1252413988113403",0
Jouppi LSB,"0.0,1.0,0.5,-0.186605766415596,0.09144700318574905,-0.06742869317531586",0
Impulse versions,"0.0,1.0,0.8,0.9656238555908203,1.0950226783752441,4.347390174865723",0
memory controller,"0.0,1.0,0.85,-8.841894149780273,-5.809624671936035,9.343396186828613",1
main memory ACM,"0.0,1.0,0.75,-4.0689263343811035,-1.7030621767044067,3.6387693881988525",0
increased number,"0.0,1.0,0.8,0.929378092288971,-3.7138590812683105,6.180061340332031",0
effective use,"0.0,1.0,0.65,0.5145761966705322,-0.19324299693107605,1.0849988460540771",0
CGA bus,"0.0,1.0,0.35,-0.7089917063713074,-0.46033868193626404,0.5722971558570862",0
original programs,"0.0,1.0,0.85,0.16466376185417175,-0.28051188588142395,1.219057321548462",0
different combinations,"0.0,1.0,1.1,0.8350974321365356,1.1366682052612305,0.7906118035316467",0
perform online,"0.0,1.0,0.7,-0.20078566670417786,0.1455247402191162,0.45133280754089355",0
Seattle Washington,"0.0,1.0,0.9,1.1109755039215088,0.6936846971511841,1.0130780935287476",0
CAD,"0.0,1.0,0.15,0.32538360357284546,0.04597415402531624,-0.10015178471803665",0
Multiprocessor Active,"0.0,1.0,1.05,-0.8594937920570374,0.8359813690185547,0.9998396635055542",0
shadow pages,"0.0,1.0,0.6,-2.6268036365509033,1.7181265354156494,0.41294562816619873",0
cache conflicts,"0.0,1.0,0.75,-5.804657459259033,4.175189018249512,0.8129761219024658",0
memory LRB,"0.0,1.0,0.5,-8.687687873840332,-5.764348030090332,9.259469985961914",0
Digital Image,"0.0,1.0,0.65,3.289658784866333,-2.806556463241577,6.548083305358887",0
programming cost,"0.0,1.0,0.8,-6.022222995758057,1.1440807580947876,1.8187124729156494",0
547M,"0.0,1.0,0.2,0.0,0.0,0.0",0
ample Impulse,"0.0,1.0,0.65,-2.2342448234558105,-1.553788661956787,2.2910897731781006",0
Impulse version,"0.0,1.0,0.75,-2.923035144805908,-1.8345438241958618,2.9791622161865234",0
units Improving,"0.0,1.0,0.75,0.013795465230941772,0.21996651589870453,0.3178648352622986",0
third column numbers,"0.0,1.0,1.0,-1.4561506509780884,6.404890060424805,1.0480304956436157",0
cache hits,"0.0,1.0,0.5,-5.905984878540039,4.080860137939453,0.8497722744941711",0
SIGMETRICS,"0.0,1.0,0.5,-0.08319667726755142,-0.14057038724422455,0.2567640542984009",0
cache effects,"0.0,1.0,0.65,-6.14100980758667,4.23196268081665,0.9070519804954529",0
entry results,"0.0,1.0,0.65,1.8691474199295044,-0.1261109709739685,2.186774253845215",0
large images Impulse,"0.0,1.0,1.0,-3.007112503051758,-0.5271914601325989,2.4988205432891846",0
DEC Alpha,"0.0,1.0,0.45,-1.2828270196914673,2.931769847869873,0.34270092844963074",0
virtualphysical mappings,"0.0,1.0,1.2,-0.6368796825408936,0.05208135023713112,0.41644325852394104",0
SPEC95,"0.0,1.0,0.3,0.22646865248680115,0.16661179065704346,0.12079473584890366",0
Morph architecture,"0.0,1.0,0.9,0.055086202919483185,0.488092839717865,0.18778398633003235",0
new hardware June,"0.0,1.0,0.85,-2.9240477085113525,1.6676613092422485,1.2765815258026123",0
dense cache line,"0.0,1.0,0.8,-4.851315975189209,3.1280717849731445,0.8074667453765869",0
dense vector,"0.0,1.0,0.6,-3.1434168815612793,1.286614179611206,0.7247511744499207",0
high kernel,"0.0,1.0,0.55,0.25786465406417847,0.10149624943733215,0.6757386326789856",0
Twoshear rotations,"0.0,1.0,0.9,-0.05520975962281227,-0.09644076973199844,0.022627737373113632",0
Hmlinen Configurable,"0.0,1.0,1.0,-0.42348453402519226,0.059128277003765106,0.35408294200897217",0
DATA LSB,"0.0,1.0,0.4,5.518603801727295,11.466341018676758,3.2367544174194336",0
Wagner Meira,"0.0,1.0,0.6,-0.42955607175827026,0.7659815549850464,1.0194177627563477",0
Zhenmin Li,"0.0,1.0,0.5,-0.834187924861908,-3.7827811241149902,5.689183712005615",0
different ways,"0.0,1.0,0.7,0.4322645664215088,1.0907142162322998,0.30592629313468933",0
bus designs,"0.0,1.0,0.55,-0.7749413251876831,0.03894053399562836,0.35103005170822144",0
miss latency,"0.0,1.0,0.6,-0.9216477870941162,-0.30669188499450684,0.5574958324432373",0
UT,"0.0,1.0,0.1,-0.012952105142176151,0.6282733082771301,0.8149229884147644",1
competitive strategy,"0.0,1.0,1.0,-1.2772711515426636,-0.39112862944602966,1.0843762159347534",0
383M,"0.0,1.0,0.2,0.0,0.0,0.0",0
diagonal Upon,"0.0,1.0,0.65,1.9673588275909424,10.874898910522461,1.7646201848983765",0
ratio cache,"0.0,1.0,0.55,-11.397682189941406,2.3564741611480713,4.835605621337891",0
Impulse code,"0.0,1.0,0.6,-2.8639602661132812,-1.8096728324890137,2.898679256439209",0
Image Rotation,"0.0,1.0,0.7,3.508284091949463,-2.9385528564453125,6.965299606323242",0
useless pad bytes,"0.0,1.0,0.85,0.03016040287911892,0.3155117928981781,0.09433642029762268",0
nondiagonal data Diagonal,"0.0,1.0,1.25,3.742981433868408,11.17061996459961,2.50068736076355",0
memory perform,"0.0,1.0,0.7,-4.29153299331665,-2.778744697570801,4.716833114624023",1
high performance,"0.0,1.0,0.8,-5.4685444831848145,-0.8955101370811462,3.681166648864746",0
register file,"0.0,1.0,0.65,-5.564631462097168,-1.3859130144119263,3.5851516723632812",0
address soffset,"0.0,1.0,0.75,-1.629490852355957,1.174248218536377,0.4157012701034546",0
potential performance benefits,"0.0,1.0,1.5,-4.0019612312316895,-0.6382550597190857,2.1547813415527344",0
Sparse MatrixVector,"0.0,1.0,0.95,-12.098398208618164,3.3564345836639404,3.356316566467285",0
SPEC92,"0.0,1.0,0.3,0.18969234824180603,0.019988635554909706,0.025934725999832153",0
example LU,"0.0,1.0,0.5,1.4495298862457275,-0.22001059353351593,1.9366848468780518",0
file cache,"0.0,1.0,0.5,-8.694700241088867,3.35499906539917,2.7614827156066895",0
multiple page,"0.0,1.0,0.65,-0.7707105278968811,1.604369878768921,0.5915780067443848",0
orthogonal comparisons,"0.0,1.0,1.1,0.6307052373886108,-0.08440065383911133,0.6914207339286804",0
TLB Online,"0.0,1.0,0.5,-6.199189186096191,-0.8856698274612427,3.5806093215942383",0
DRAM designs,"0.0,1.0,0.6,-0.9184715747833252,0.6026880741119385,0.12261092662811279",0
representative benchmarks LRB,"0.0,1.0,1.45,0.24952666461467743,-0.054231107234954834,0.4816235899925232",0
general utilization,"0.0,1.0,0.95,-0.7955766916275024,1.2659146785736084,0.3035537600517273",0
individual costs,"0.0,1.0,0.8,-0.694155216217041,-0.33436304330825806,0.6420552730560303",0
twopage superpage,"0.0,1.0,0.85,-3.6653261184692383,-0.045676298439502716,1.8536611795425415",0
shear operation LRB,"0.0,1.0,0.95,1.4225258827209473,-0.13699690997600555,1.6196695566177368",0
comparative performance results,"0.0,1.0,1.55,-2.6464500427246094,-0.8294481635093689,3.7025558948516846",0
binary rewriting tool,"0.0,1.0,1.05,-1.4873409271240234,4.078183650970459,0.44701340794563293",0
SRAM,"0.0,1.0,0.2,0.16763772070407867,0.12379705905914307,0.06481576710939407",0
base page size,"0.0,1.0,0.7,-1.2075966596603394,1.6659165620803833,4.26824426651001",0
vortex RRB,"0.0,1.0,0.5,-0.26395055651664734,-0.5031810402870178,0.04048912972211838",0
large sizes,"0.0,1.0,0.55,0.003487035632133484,0.11241310834884644,0.9959811568260193",0
DIS,"0.0,1.0,0.15,0.06817598640918732,0.42774006724357605,0.09871535748243332",1
average latency,"0.0,1.0,0.75,-1.0823640823364258,-0.04272475838661194,0.4897347092628479",0
small number,"0.0,1.0,0.6,0.6067930459976196,-3.9674429893493652,6.862358570098877",0
important factor,"0.0,1.0,0.8,-0.4004443883895874,-0.04041537269949913,0.5800102949142456",0
configurations Times,"0.0,1.0,1.0,0.2553228735923767,0.7790895700454712,0.39225924015045166",0
associative cache,"0.0,1.0,0.85,-6.461327075958252,3.97599720954895,1.3016715049743652",0
volume element,"0.0,1.0,0.7,-4.153697967529297,3.328514575958252,2.600663423538208",0
radical idea,"0.0,1.0,0.6,-0.00038809701800346375,0.07837481796741486,0.02866169437766075",0
Software tile,"0.0,1.0,0.65,0.19589021801948547,0.7441285252571106,0.3842090368270874",0
voxel array layout,"0.0,1.0,0.9,-0.40237244963645935,0.10241120308637619,0.7090678811073303",0
versus copying,"0.0,1.0,0.7,-0.5295944213867188,0.6364203691482544,0.037699926644563675",0
separable warps Impulse,"0.0,1.0,1.15,-1.4000076055526733,-1.0501410961151123,1.567776083946228",0
UC,"0.0,1.0,0.1,-1.5958099365234375,6.113779067993164,0.43466004729270935",1
large dense matrix,"0.0,1.0,0.9,-4.342297554016113,0.7226828932762146,1.8748797178268433",0
data RRB,"0.0,1.0,0.4,5.518603801727295,11.466341018676758,3.2367544174194336",0
algorithmsimage filter,"0.0,1.0,1.1,-1.1228079795837402,-0.47443917393684387,0.8793413043022156",0
load shift,"0.0,1.0,0.5,-2.057340383529663,-4.008893013000488,6.152285099029541",0
input matrix,"0.0,1.0,0.6,-5.837768077850342,1.5769346952438354,1.6920450925827026",0
copyingbased promotion algorithms,"0.0,1.0,1.65,-2.849839687347412,-0.28711944818496704,1.5984957218170166",0
Prefetching Using,"0.0,1.0,0.85,0.029541630297899246,0.1466759592294693,0.24182921648025513",0
TLB,"0.0,1.0,0.15,-11.89218521118164,-1.8555307388305664,6.432749271392822",1
instruction issue,"0.0,1.0,0.85,-0.6386740207672119,0.2645646631717682,0.08456660807132721",0
Impulse remapping,"0.0,1.0,0.85,-2.5001602172851562,-1.54662024974823,2.4701013565063477",0
Product Sparse,"0.0,1.0,0.7,-4.851820945739746,8.983843803405762,2.758011817932129",0
voxels offsets,"0.0,1.0,0.7,-0.4756084680557251,-0.044652990996837616,0.8385524153709412",0
dynamic memory optimization,"0.0,1.0,1.35,-2.4950039386749268,-1.7199816703796387,3.436311960220337",0
rotation matrix,"0.0,1.0,0.75,-5.609767436981201,1.3256866931915283,2.2870731353759766",0
efficient use,"0.0,1.0,0.65,1.1814391613006592,-0.46426379680633545,1.6118407249450684",0
RSB adapt,"0.0,1.0,0.45,-0.17833895981311798,-0.35510408878326416,0.19985778629779816",0
DRAM,"0.0,1.0,0.2,-0.9960523247718811,0.6671563982963562,0.1154589131474495",1
simple example,"0.0,1.0,0.7,1.4922734498977661,-0.16859541833400726,1.8419461250305176",0
COLUMNS,"0.0,1.0,0.35,-0.7275000810623169,0.012368658557534218,0.5377489328384399",0
original program,"0.0,1.0,0.8,0.4233852028846741,-0.6801307797431946,1.4241514205932617",0
RSB compare,"0.0,1.0,0.55,0.2606903612613678,-0.042325347661972046,0.3311910033226013",0
physical DRAM address,"0.0,1.0,1.05,-5.4921040534973145,3.769451141357422,0.8861104846000671",0
online superpage promotion,"0.0,1.0,1.3,-2.810959577560425,0.09319081157445908,1.4855953454971313",0
tile sizes,"0.0,1.0,0.5,-0.22938433289527893,1.505047082901001,0.06450174748897552",0
NAS parallel,"0.0,1.0,0.6,-1.1251569986343384,0.25748515129089355,0.5580810904502869",0
shadow region x,"0.0,1.0,0.75,-0.41619381308555603,0.8316904902458191,1.199912190437317",0
Bartlett Gaussian,"0.0,1.0,0.85,0.414442777633667,2.8577189445495605,0.6359795331954956",0
imagetoimage transformation,"0.0,1.0,1.35,-0.22282171249389648,0.19198031723499298,0.04524491727352142",0
Simulation results,"0.0,1.0,0.9,2.51910400390625,-0.23313982784748077,2.995471239089966",0
RSB use,"0.0,1.0,0.35,1.6634422540664673,-0.19105899333953857,1.714073896408081",0
Ray Tracing,"0.0,1.0,0.55,2.5839247703552246,-2.7747983932495117,6.083966255187988",0
ROWS,"0.0,1.0,0.2,-1.238547682762146,-0.36754611134529114,0.7635647058486938",1
new region,"0.0,1.0,0.5,1.1634609699249268,1.4422743320465088,0.9053621292114258",0
SLC,"0.0,1.0,0.15,0.18338383734226227,0.6424667239189148,0.78496915102005",0
hardware LSB,"0.0,1.0,0.6,-0.36246031522750854,-0.05466783046722412,0.12824976444244385",0
system memory,"0.0,1.0,0.65,-6.151611804962158,-6.873892784118652,10.501219749450684",0
Big memories,"0.0,1.0,0.6,-0.007959194481372833,0.1448151022195816,-0.001909300684928894",0
bytes Performance,"0.0,1.0,0.85,-5.986331462860107,-0.3596135377883911,3.2187063694000244",0
sparse nature,"0.0,1.0,0.65,-6.241466045379639,1.9544651508331299,1.862937092781067",0
shear operation,"0.0,1.0,0.75,1.4225258827209473,-0.13699690997600555,1.6196695566177368",0
large restriction,"0.0,1.0,0.85,0.32899606227874756,-0.6302375197410583,1.1337424516677856",0
optional level,"0.0,1.0,0.7,-1.1404328346252441,0.6274692416191101,0.14280062913894653",0
microprocessor LSB,"0.0,1.0,0.9,-0.003588953986763954,0.08145646750926971,-0.10153795033693314",0
Impulse Time,"0.0,1.0,0.6,0.971076250076294,-1.745950698852539,5.561232566833496",0
remapped elements,"0.0,1.0,0.85,0.33385705947875977,1.174360990524292,0.3498176336288452",0
noncontiguous pages,"0.0,1.0,0.95,-1.2871017456054688,0.7277519702911377,0.21296700835227966",0
tracedriven simulations,"0.0,1.0,1.15,0.12687522172927856,-0.10709912329912186,-0.005322203505784273",0
L2,"0.0,1.0,0.1,-11.878728866577148,8.350322723388672,1.929585337638855",1
miss handlers,"0.0,1.0,0.65,-0.6013728380203247,-0.1050233244895935,0.24762482941150665",0
architecture LRB,"0.0,1.0,0.8,0.3516004979610443,1.0121196508407593,0.21513232588768005",0
volume data,"0.0,1.0,0.55,-2.8230926990509033,7.209284782409668,3.241058349609375",0
0A,"0.0,1.0,0.1,0.0,0.0,0.0",0
John Carter,"0.0,1.0,0.55,-4.979220390319824,-3.197131633758545,5.267756462097168",0
OS RRB,"0.0,1.0,0.3,-0.1576945036649704,-0.09661460667848587,0.009579594247043133",0
sharedmemory systems ACM,"0.0,1.0,1.2,-0.6260178089141846,-0.6344982981681824,2.5283353328704834",0
intrinsic bandwidth requirements,"0.0,1.0,1.6,1.3606022596359253,-0.682092010974884,2.1045069694519043",0
ATOM Evaluating,"0.0,1.0,0.75,1.0407243967056274,0.9965027570724487,0.7348105907440186",0
critical word,"0.0,1.0,0.65,-0.07778105139732361,0.16718749701976776,0.24250292778015137",0
Mogul LSB,"0.0,1.0,0.45,0.015575641766190529,-0.07158179581165314,-0.24170593917369843",0
Lixin Zhang,"0.0,1.0,0.55,-4.043324947357178,4.045739650726318,0.6053333282470703",0
entries Romer,"0.0,1.0,0.65,1.2653663158416748,5.346345901489258,1.1261595487594604",0
onecycle turnaround,"0.0,1.0,0.95,-0.0934816300868988,-0.09669701009988785,-0.1638108491897583",0
scattergather version,"0.0,1.0,1.05,-1.4819297790527344,-0.8310750126838684,1.4814436435699463",0
small memory requirements,"0.0,1.0,1.25,-1.8187812566757202,-2.6261696815490723,5.338293552398682",0
Wolberg LSB,"0.0,1.0,0.55,0.04194759950041771,0.0946359932422638,0.23073239624500275",0
contrast latencies,"0.0,1.0,0.9,-0.20810657739639282,-0.10507263243198395,0.3056044578552246",0
Signal Processing,"0.0,1.0,0.85,4.824120044708252,2.7261157035827637,3.3931024074554443",0
configuration Scattergather,"0.0,1.0,1.35,0.3253489136695862,0.8529370427131653,0.36327090859413147",0
conventional CPUs,"0.0,1.0,0.85,-0.4417222738265991,-0.39992162585258484,0.3974993824958801",0
CPU caches,"0.0,1.0,0.5,0.622300386428833,-0.7649033665657043,3.3865222930908203",0
heavy contention,"0.0,1.0,0.8,0.3365965485572815,0.30525094270706177,1.3574022054672241",0
physical address space,"0.0,1.0,1.1,-5.718260288238525,3.924375295639038,0.9804494380950928",0
Architecture News,"0.0,1.0,0.85,0.13634121417999268,0.5290395617485046,0.1490209996700287",0
Software Interface,"0.0,1.0,0.9,-0.2532319724559784,0.7766353487968445,0.414419025182724",0
many memory pages,"0.0,1.0,0.85,-2.635324239730835,-1.73306143283844,3.86202073097229",0
MMC,"0.0,1.0,0.15,-0.09520205110311508,-0.2753596007823944,0.10599982738494873",0
color information,"0.0,1.0,0.85,0.5628972053527832,-2.1565091609954834,3.608410596847534",0
