candidate,feature,label
high cost,"0.0,1.0,0.45,-5.376937389373779,1.852647304534912,3.509458303451538",0
high degree,"0.0,1.0,0.55,-0.07287904620170593,-3.3108415603637695,4.16181755065918",0
high density,"0.0,1.0,0.6,0.2562735676765442,-0.15255481004714966,0.8247711658477783",0
high locality,"0.0,1.0,0.65,0.6614419221878052,0.07763488590717316,0.5398975610733032",0
high performance,"0.0,1.0,0.8,-3.51617431640625,-2.878939151763916,4.863339424133301",0
high throughput,"0.0,1.0,0.75,-0.028970062732696533,0.22504615783691406,0.6359490752220154",0
higher latency,"0.0,1.0,0.7,0.04765850305557251,-0.2956450283527374,0.6366277933120728",0
highest clock,"0.0,1.0,0.65,0.5733023881912231,-0.225862517952919,0.49275219440460205",0
hyperbolic form,"0.0,1.0,0.75,0.527503490447998,-0.19467179477214813,0.6180711984634399",0
implementation approach,"0.0,1.0,1.15,-0.057165976613759995,-0.7278908491134644,1.2424222230911255",0
implementations Calendar,"0.0,1.0,1.2,0.12280089408159256,0.163943812251091,0.11726835370063782",0
important aspects,"0.0,1.0,0.85,0.4312821626663208,0.004977554082870483,0.44072020053863525",0
important observation,"0.0,1.0,1.05,0.7577569484710693,0.02062462456524372,0.7028443813323975",0
important optimizations,"0.0,1.0,1.15,-0.49103960394859314,-0.49088403582572937,1.10465407371521",0
improved array,"0.0,1.0,0.7,0.06186895817518234,0.4955599009990692,0.25446420907974243",0
index arithmetics,"0.0,1.0,0.85,0.8200806975364685,0.6066585183143616,0.665580153465271",0
index computations,"0.0,1.0,0.9,0.7378382086753845,0.4930679500102997,0.5637530088424683",0
inner node,"0.0,1.0,0.5,2.408419132232666,5.342067241668701,3.1755928993225098",0
input size,"0.0,1.0,0.5,-3.314899444580078,2.611799478530884,1.481764316558838",0
insert buffer,"0.0,1.0,0.65,-0.41506004333496094,-2.124807596206665,2.740248918533325",0
insert deleteMin,"0.0,1.0,0.8,0.852604329586029,-0.29992735385894775,0.7857469320297241",0
insert heap,"0.0,1.0,0.55,0.5516421794891357,0.1300138533115387,0.5024325847625732",0
insertion Insert,"0.0,1.0,0.8,0.3601556420326233,-0.3135855793952942,0.7637991905212402",0
insertion buffer,"0.0,1.0,0.8,-1.085745930671692,-2.063401699066162,2.7607645988464355",1
insertion heap,"0.0,1.0,0.7,-0.11904369294643402,0.1914198100566864,0.5229482650756836",0
instruction cache,"0.0,1.0,0.85,-5.920318603515625,0.20780567824840546,3.621330976486206",0
instruction counts,"0.0,1.0,0.9,-0.32210075855255127,0.057882729917764664,0.3691692352294922",0
instruction level,"0.0,1.0,0.85,-1.4033621549606323,0.027848167344927788,0.7667227983474731",0
instruction reads,"0.0,1.0,0.85,-0.45836442708969116,0.05468934401869774,0.13279221951961517",0
instruction schedule,"0.0,1.0,1.0,-0.3225736618041992,0.14084021747112274,0.11250515282154083",0
instruction scheduler,"0.0,1.0,1.05,-0.4832797348499298,-0.45008885860443115,1.0638830661773682",0
integer division,"0.0,1.0,0.8,-0.5787001252174377,2.615163803100586,0.8743174076080322",0
integer keys,"0.0,1.0,0.6,0.5251714587211609,0.42293956875801086,0.20118294656276703",0
integer multiplications,"0.0,1.0,1.15,0.33988410234451294,0.42974549531936646,0.39642858505249023",0
interesting use,"0.0,1.0,0.75,0.9671161770820618,-0.04775351285934448,0.767913818359375",0
internal computation,"0.0,1.0,1.0,3.455676317214966,-1.3841534852981567,3.5477771759033203",0
internal memory,"0.0,1.0,0.75,-4.785947799682617,-3.036984920501709,4.945755481719971",0
internal work,"0.0,1.0,0.65,1.0897423028945923,-0.6266357898712158,1.5758849382400513",0
invalid group,"0.0,1.0,0.65,-5.441005706787109,2.426145315170288,2.6765034198760986",0
key comparisons,"0.0,1.0,0.75,1.0287247896194458,0.4643535017967224,0.6258000731468201",0
kpR memory,"0.0,1.0,0.5,-4.520607948303223,-2.99345064163208,4.55819034576416",0
large comparison,"0.0,1.0,0.8,1.09005868434906,-0.5300905704498291,1.4709829092025757",0
large heaps,"0.0,1.0,0.55,1.333400011062622,6.504581451416016,2.136812210083008",0
large inputs,"0.0,1.0,0.6,1.0813173055648804,0.26283884048461914,0.5158820748329163",0
large number,"0.0,1.0,0.6,7.3940887451171875,1.6517482995986938,4.327594757080078",0
large queues,"0.0,1.0,0.6,1.3962126970291138,5.3762383460998535,1.8275188207626343",0
larger groups,"0.0,1.0,0.65,0.15884923934936523,0.3559330105781555,0.2676956057548523",0
larger sequence,"0.0,1.0,0.75,0.4279376268386841,1.4754223823547363,0.47339725494384766",0
larger sequences,"0.0,1.0,0.8,0.6363449096679688,0.17864280939102173,0.43872493505477905",0
largest impact,"0.0,1.0,0.7,-0.1282745599746704,-0.1462860256433487,0.2989400625228882",0
last decade,"0.0,1.0,0.55,0.5759126543998718,-0.11639788001775742,0.5204537510871887",0
latter costs,"0.0,1.0,0.6,-0.2756090760231018,0.050239354372024536,0.47330784797668457",0
latter measure,"0.0,1.0,0.7,-0.08428017795085907,0.11041776835918427,0.4761071801185608",0
least size,"0.0,1.0,0.5,-3.340205192565918,2.476881980895996,1.9038021564483643",0
least trials,"0.0,1.0,0.6,-0.2565191984176636,-0.3090289831161499,0.48347052931785583",0
leftmost element,"0.0,1.0,0.8,-0.43898895382881165,-1.4186426401138306,1.9696348905563354",0
less memory,"0.0,1.0,0.55,-3.822312831878662,-2.974355936050415,5.065622329711914",0
level cache,"0.0,1.0,0.55,-6.602893352508545,0.20471036434173584,4.093810558319092",1
level caches,"0.0,1.0,0.6,-2.076083183288574,-0.6563031673431396,1.6231662034988403",0
level memories,"0.0,1.0,0.7,-1.0979640483856201,-0.07950397580862045,0.5419426560401917",0
level parallelism,"0.0,1.0,0.85,-0.7275563478469849,0.5939396023750305,0.8048120141029358",0
limited clock,"0.0,1.0,0.65,0.7004799842834473,-0.34730422496795654,0.5388215780258179",0
little effect,"0.0,1.0,0.65,0.2512894570827484,-0.14524699747562408,0.6658758521080017",0
little influence,"0.0,1.0,0.8,-0.43748918175697327,-0.12511728703975677,0.24639162421226501",0
locality effect,"0.0,1.0,0.75,0.6892760992050171,0.0220981165766716,0.6733895540237427",0
log Fig,"0.0,1.0,0.35,0.30980464816093445,-0.3561110198497772,0.9257533550262451",0
log comparisons,"0.0,1.0,0.75,0.9527047276496887,-0.2996847629547119,0.9074274301528931",0
loop control,"0.0,1.0,0.6,-6.384823322296143,0.696567952632904,4.105417728424072",0
loop unrolling,"0.0,1.0,0.7,-1.4545204639434814,-0.5390118956565857,1.1412264108657837",0
loser tree,"0.0,1.0,0.5,-6.335660934448242,11.693527221679688,3.6918115615844727",1
loser trees,"0.0,1.0,0.55,-3.22524094581604,5.837337970733643,1.868508219718933",0
low cost,"0.0,1.0,0.4,-5.386173725128174,1.8149410486221313,3.503645181655884",0
low degree,"0.0,1.0,0.5,-0.08211517333984375,-3.3485476970672607,4.156004428863525",0
lower bound,"0.0,1.0,0.55,4.125028133392334,0.456096351146698,2.6960530281066895",0
lower order,"0.0,1.0,0.55,0.004507139325141907,0.4878283143043518,0.3823871910572052",0
main concern,"0.0,1.0,0.6,-0.9018129706382751,-0.5542766451835632,0.9995375275611877",0
main difference,"0.0,1.0,0.75,-0.9822096824645996,-0.2867090702056885,0.7482289671897888",0
main difficulty,"0.0,1.0,0.75,-0.6658037900924683,-0.5157568454742432,0.6657339930534363",0
main memory,"0.0,1.0,0.55,-5.1263837814331055,-3.205350399017334,5.285101890563965",0
main queue,"0.0,1.0,0.5,-0.6456111073493958,0.8367825150489807,1.0280542373657227",0
main reason,"0.0,1.0,0.55,-0.13090449571609497,-0.6236570477485657,1.1376200914382935",0
mainstream computers,"0.0,1.0,1.0,0.12090788781642914,0.7141437530517578,0.29120397567749023",0
mainstream model,"0.0,1.0,0.8,-0.7914853096008301,0.39258408546447754,0.5110455751419067",0
many accesses,"0.0,1.0,0.65,1.0194436311721802,-0.11667141318321228,1.0857614278793335",0
many elements,"0.0,1.0,0.65,0.521708071231842,0.9122340679168701,1.3360638618469238",0
memory access,"0.0,1.0,0.65,-5.117505073547363,-3.1359591484069824,5.188391208648682",0
memory accesses,"0.0,1.0,0.75,-4.606155872344971,-2.574328899383545,4.762524127960205",0
memory algorithm,"0.0,1.0,0.8,-2.628176212310791,3.3621037006378174,6.348146438598633",0
memory algorithms,"0.0,1.0,0.85,-5.108745098114014,-3.113361358642578,5.196889877319336",0
memory block,"0.0,1.0,0.6,-5.207629203796387,-2.0816500186920166,5.001987934112549",0
memory cells,"0.0,1.0,0.6,-4.460339069366455,-1.9252965450286865,5.108036518096924",0
memory efficiency,"0.0,1.0,0.85,-4.384499549865723,-2.8975942134857178,4.503186225891113",0
memory execution,"0.0,1.0,0.8,-4.255171298980713,-2.8162271976470947,4.797029972076416",0
memory heaps,"0.0,1.0,0.6,-4.110023021697998,3.395496129989624,6.176815032958984",0
memory hierarchies,"0.0,1.0,0.9,-4.506373882293701,-2.7661941051483154,4.619189739227295",0
memory hierarchy,"0.0,1.0,0.8,-4.8671183586120605,-2.9950156211853027,4.982697010040283",0
memory implementations,"0.0,1.0,1.1,-4.39741325378418,-2.8570473194122314,4.671203136444092",0
memory latency,"0.0,1.0,0.7,-4.708738327026367,-2.983760118484497,4.89019250869751",0
memory locations,"0.0,1.0,0.8,-4.681816101074219,-2.8967738151550293,4.789865493774414",0
memory management,"0.0,1.0,0.85,-4.136790752410889,-3.6165671348571777,5.629034996032715",0
memory model,"0.0,1.0,0.6,-5.151067733764648,-2.5140268802642822,4.970788478851318",0
memory multiprocessor,"0.0,1.0,1.05,-4.8408050537109375,-1.8440558910369873,5.0840229988098145",0
memory pages,"0.0,1.0,0.6,-4.629828929901123,-3.2336432933807373,5.174343109130859",0
memory priority,"0.0,1.0,0.75,-3.8510189056396484,2.394441843032837,5.882434844970703",0
memory radix,"0.0,1.0,0.6,-4.360415458679199,-2.573791742324829,4.4407572746276855",0
memory references,"0.0,1.0,0.85,-4.405435562133789,-2.8533341884613037,4.599009037017822",0
memory requirement,"0.0,1.0,0.9,-4.465158462524414,-2.6474828720092773,4.850589752197266",0
memory size,"0.0,1.0,0.55,-7.5846357345581055,0.08765912055969238,6.024198532104492",0
memory suffice,"0.0,1.0,0.7,-4.27957820892334,-2.650707960128784,4.842597961425781",0
merge buffer,"0.0,1.0,0.6,-1.5226707458496094,-1.6304124593734741,2.643465995788574",0
merge data,"0.0,1.0,0.5,3.0916318893432617,5.814833641052246,2.4296486377716064",0
merge group,"0.0,1.0,0.55,-5.8928117752075195,2.761354446411133,2.9289910793304443",0
merge groups,"0.0,1.0,0.6,-0.8274567127227783,0.4949458837509155,0.3911214768886566",0
merge routine,"0.0,1.0,0.65,-0.9599449038505554,0.39360105991363525,0.5751333236694336",0
merge sort,"0.0,1.0,0.5,-0.6932792663574219,0.20547367632389069,0.1617981195449829",0
merging cost,"0.0,1.0,0.6,-6.152458667755127,1.7139158248901367,3.8809282779693604",0
minimal element,"0.0,1.0,0.75,-0.3174338638782501,-1.2560569047927856,2.1013920307159424",0
minimum intervals,"0.0,1.0,0.85,-0.023214636370539665,-2.9963958263397217,3.740382194519043",0
miss memory,"0.0,1.0,0.55,-4.863071918487549,-3.00679349899292,4.981653690338135",0
moderate speedup,"0.0,1.0,0.8,0.015457965433597565,-0.08326656371355057,0.316794216632843",0
monotonic queues,"0.0,1.0,0.8,0.47638604044914246,5.270037651062012,1.522157907485962",0
more IOs,"0.0,1.0,0.4,2.3029050827026367,3.685990810394287,1.3031857013702393",0
more comparisons,"0.0,1.0,0.8,1.4891678094863892,1.7269865274429321,0.9348530769348145",0
most applications,"0.0,1.0,0.85,0.559179961681366,0.9402358531951904,1.1310720443725586",0
most instructions,"0.0,1.0,0.85,1.4657047986984253,-0.4282016158103943,1.128148078918457",0
most work,"0.0,1.0,0.45,2.5142087936401367,-0.6870366334915161,2.0393338203430176",0
multiple levels,"0.0,1.0,0.75,-0.4362807273864746,-0.39265018701553345,0.693156361579895",0
necessary number,"0.0,1.0,0.8,6.244443416595459,1.315123438835144,3.978607654571533",0
new code,"0.0,1.0,0.4,0.06956750154495239,0.9366064667701721,1.179086685180664",0
new elements,"0.0,1.0,0.6,0.09184473752975464,2.5743913650512695,0.839846670627594",0
new group,"0.0,1.0,0.45,-4.51340913772583,3.7898616790771484,3.0877208709716797",0
new page,"0.0,1.0,0.4,-0.4868440628051758,2.4640750885009766,1.0755584239959717",0
new sequence,"0.0,1.0,0.6,0.8210345506668091,2.642942428588867,0.7555530667304993",0
new technique,"0.0,1.0,0.65,0.17853128910064697,1.297527551651001,0.8097083568572998",0
new variant,"0.0,1.0,0.55,0.5976569652557373,1.5912725925445557,0.530995786190033",0
next element,"0.0,1.0,0.6,-2.2067971229553223,3.2116446495056152,3.10007643699646",0
nonempty sequences,"0.0,1.0,0.9,0.20955638587474823,0.012636334635317326,0.12139682471752167",0
notational overhead,"0.0,1.0,0.95,0.31607794761657715,-0.2903219163417816,0.5946669578552246",0
noteworthy difference,"0.0,1.0,1.05,-0.3575061559677124,0.25879305601119995,-0.05811690539121628",0
old elements,"0.0,1.0,0.6,-0.7736954689025879,1.3803558349609375,0.47648200392723083",0
older studies,"0.0,1.0,0.65,-0.02048720233142376,0.169724702835083,0.29435622692108154",0
older study,"0.0,1.0,0.55,0.5442422032356262,-0.17901217937469482,0.5454338192939758",0
only complication,"0.0,1.0,0.85,-0.13346035778522491,0.522010087966919,0.470857173204422",0
only part,"0.0,1.0,0.45,0.6106856465339661,0.34072110056877136,0.9022363424301147",0
operation sequence,"0.0,1.0,0.9,1.0793423652648926,1.0766065120697021,1.0700901746749878",0
operation sequences,"0.0,1.0,0.95,1.2877496480941772,-0.2201729416847229,1.0354177951812744",0
optimal memory,"0.0,1.0,0.7,-5.022278785705566,-2.283904552459717,4.939945697784424",0
optimized implementation,"0.0,1.0,1.2,-0.0310407355427742,0.1217612475156784,0.22315822541713715",0
order terms,"0.0,1.0,0.55,-0.06040603667497635,-0.10010260343551636,0.766398549079895",0
other cases,"0.0,1.0,0.55,4.524753093719482,-4.118618011474609,5.8905415534973145",0
other direction,"0.0,1.0,0.75,4.95159387588501,-6.238604545593262,8.19593620300293",0
other group,"0.0,1.0,0.55,-1.2965397834777832,-1.5851233005523682,8.195673942565918",0
other inputs,"0.0,1.0,0.6,4.05049991607666,-4.10141658782959,5.49085807800293",0
other instruction,"0.0,1.0,0.85,3.643688440322876,-4.024106502532959,5.688663005828857",0
other levels,"0.0,1.0,0.6,3.955990791320801,-4.1957221031188965,5.762637138366699",0
other machines,"0.0,1.0,0.7,4.117011070251465,-4.255156993865967,5.756916522979736",0
other priority,"0.0,1.0,0.7,4.561586856842041,1.1392717361450195,6.817407608032227",0
other processes,"0.0,1.0,0.75,4.972808361053467,-4.254667282104492,6.252509593963623",0
other sequences,"0.0,1.0,0.75,4.246311187744141,-4.02882194519043,5.82883358001709",0
overall charge,"0.0,1.0,0.7,0.6665690541267395,0.005297034978866577,0.5841305255889893",0
overall winner,"0.0,1.0,0.7,0.38243216276168823,0.367281973361969,0.42825984954833984",0
page needs,"0.0,1.0,0.5,-1.0624849796295166,1.0710296630859375,0.6250143647193909",0
page size,"0.0,1.0,0.45,-4.450168609619141,4.000736236572266,2.0595996379852295",0
parallel disk,"0.0,1.0,0.65,-1.266146183013916,0.31796592473983765,0.9913498759269714",0
parallel disks,"0.0,1.0,0.7,-1.3081762790679932,0.30974704027175903,0.7235312461853027",0
parallel memory,"0.0,1.0,0.75,-5.475615978240967,-2.373377561569214,5.179889678955078",0
parallel ports,"0.0,1.0,0.7,-1.2670445442199707,0.31670600175857544,0.5620810389518738",0
performance degradation,"0.0,1.0,1.15,-4.087683200836182,-2.951068639755249,4.578392505645752",0
performance difference,"0.0,1.0,1.1,-4.2019805908203125,-2.6771066188812256,4.522454261779785",0
performance improvements,"0.0,1.0,1.2,-4.1812968254089355,-2.9175801277160645,4.677622318267822",0
performance processors,"0.0,1.0,1.1,2.594602584838867,-1.500725507736206,8.302096366882324",0
physical memory,"0.0,1.0,0.75,-6.978363037109375,-7.334020614624023,10.18763542175293",0
physical position,"0.0,1.0,0.85,-2.6554503440856934,-4.66890287399292,5.683330535888672",0
physical principles,"0.0,1.0,0.95,-2.6534008979797363,-4.676201820373535,5.615931987762451",0
pipeline stalls,"0.0,1.0,0.75,0.476888507604599,0.660415768623352,0.2592594623565674",0
places Lemma,"0.0,1.0,0.6,1.030158281326294,-0.23126600682735443,1.136385202407837",0
point sequence,"0.0,1.0,0.7,0.9015438556671143,1.0820101499557495,1.0124292373657227",0
practical interest,"0.0,1.0,0.9,-0.05762287974357605,-0.529484748840332,0.7267236709594727",0
practical issues,"0.0,1.0,0.8,-0.22902530431747437,-0.1889185905456543,0.6242206692695618",0
priority data,"0.0,1.0,0.65,4.241326332092285,10.686784744262695,3.4306561946868896",0
priority queue,"0.0,1.0,0.7,0.6297540068626404,6.436574935913086,1.6253867149353027",1
priority queues,"0.0,1.0,0.75,0.9188177585601807,10.230411529541016,2.5368194580078125",1
processor variant,"0.0,1.0,0.85,-0.08679096400737762,1.299743890762329,0.3716965913772583",0
processors sequence,"0.0,1.0,0.95,6.5660552978515625,2.618149995803833,4.17130184173584",0
queue algorithm,"0.0,1.0,0.75,1.8525967597961426,7.404236793518066,2.0910985469818115",0
queue data,"0.0,1.0,0.5,3.7560713291168213,6.765658855438232,2.504310369491577",0
queue elements,"0.0,1.0,0.7,-0.6231187582015991,2.4967098236083984,0.7557785511016846",0
queue implementation,"0.0,1.0,1.0,0.06176888570189476,1.4048899412155151,0.5280092358589172",0
queue size,"0.0,1.0,0.5,-3.1038625240325928,4.129792213439941,1.7671504020690918",0
radix heaps,"0.0,1.0,0.55,0.3466086685657501,6.390521049499512,1.4044355154037476",0
random access,"0.0,1.0,0.65,0.0007491707801818848,0.8505359888076782,0.9626380205154419",0
random keys,"0.0,1.0,0.55,0.9724761247634888,1.0961048603057861,0.3614571690559387",0
random values,"0.0,1.0,0.65,1.7202517986297607,6.369400978088379,1.7578868865966797",0
realistic cases,"0.0,1.0,0.75,0.42748790979385376,0.2284793108701706,0.3585672974586487",0
reasonable instruction,"0.0,1.0,1.1,-0.4100891053676605,-0.1274549663066864,0.20536957681179047",0
recent architectures,"0.0,1.0,1.0,-0.5474209785461426,0.5212333798408508,0.62572181224823",0
recent study,"0.0,1.0,0.6,-0.10701477527618408,0.39129093289375305,0.9975322484970093",0
redundant computations,"0.0,1.0,1.1,0.28149133920669556,0.5569061636924744,0.4102586507797241",0
refill group,"0.0,1.0,0.6,-5.3692779541015625,2.4993221759796143,2.580594539642334",0
register file,"0.0,1.0,0.65,-5.570167064666748,-0.33609539270401,3.6909008026123047",0
relative performance,"0.0,1.0,1.0,-3.99316668510437,-2.7720956802368164,4.336452484130859",0
replacement strategy,"0.0,1.0,1.0,0.144963800907135,0.8135703206062317,1.0692565441131592",0
required IOs,"0.0,1.0,0.6,0.31292667984962463,0.044711001217365265,0.1610143631696701",0
respective group,"0.0,1.0,0.8,-5.411874771118164,2.691758632659912,2.7953083515167236",0
resulting elements,"0.0,1.0,0.9,-0.5960730314254761,1.371112585067749,0.366384357213974",0
resulting sequence,"0.0,1.0,0.9,0.13311678171157837,1.4396634101867676,0.2820907533168793",0
robust behavior,"0.0,1.0,0.75,-0.2500308156013489,-0.11017392575740814,0.4640536904335022",0
same code,"0.0,1.0,0.45,-2.0841033458709717,0.7628759741783142,1.327223777770996",0
same setup,"0.0,1.0,0.5,-1.8045361042022705,1.4369395971298218,0.8037126660346985",0
same strategy,"0.0,1.0,0.65,-1.9489845037460327,2.1699471473693848,1.0840613842010498",0
satisfactory performance,"0.0,1.0,1.2,-3.788398265838623,-2.5868172645568848,4.556726932525635",0
search tree,"0.0,1.0,0.55,-3.2423436641693115,5.8156232833862305,1.837059736251831",0
search trees,"0.0,1.0,0.6,-0.13192343711853027,-0.04056522995233536,0.013756372034549713",0
second level,"0.0,1.0,0.6,-1.0738511085510254,1.6648575067520142,1.1435797214508057",0
selection tree,"0.0,1.0,0.7,-3.441622734069824,6.091466426849365,1.931473731994629",0
separate caches,"0.0,1.0,0.75,-0.915850818157196,-0.741037905216217,1.1363210678100586",0
separate sequence,"0.0,1.0,0.85,0.15108558535575867,1.2351776361465454,0.45472049713134766",0
sequence buffers,"0.0,1.0,0.8,-5.252588748931885,4.026139259338379,2.9544625282287598",0
sequence heap,"0.0,1.0,0.65,0.07004313170909882,1.6250455379486084,0.45275527238845825",1
sequence heaps,"0.0,1.0,0.7,0.3323221504688263,7.48744010925293,1.8922111988067627",1
sequential algorithms,"0.0,1.0,1.05,-0.8060619831085205,-0.1922215223312378,0.49528366327285767",0
sequential processor,"0.0,1.0,1.0,-0.0030754953622817993,1.1806092262268066,0.17925132811069489",0
several architectures,"0.0,1.0,1.05,-0.40244993567466736,-0.2110052853822708,0.5548995137214661",0
several places,"0.0,1.0,0.7,-0.64915931224823,-0.12869682908058167,0.6721897125244141",0
severe limit,"0.0,1.0,0.6,0.44522154331207275,0.032323479652404785,0.705262303352356",0
shared memory,"0.0,1.0,0.65,-4.264989852905273,-2.658693313598633,4.582066535949707",0
shift instruction,"0.0,1.0,0.85,-0.3161143660545349,0.1034688875079155,0.5168836116790771",0
shrinking queue,"0.0,1.0,0.75,0.13496604561805725,1.2034049034118652,0.5731492638587952",0
similar arguments,"0.0,1.0,0.85,-0.14303073287010193,0.2999611794948578,0.41688811779022217",0
similar behavior,"0.0,1.0,0.8,-0.5967459678649902,0.3064901530742645,0.5307203531265259",0
similar bounds,"0.0,1.0,0.7,0.12760663032531738,0.3499211370944977,0.5707008838653564",0
similar locality,"0.0,1.0,0.8,0.1053796112537384,0.49671846628189087,0.4364553391933441",0
simple case,"0.0,1.0,0.55,0.6727920770645142,-0.7857664227485657,1.5179049968719482",0
simple variant,"0.0,1.0,0.7,0.6937405467033386,0.04835571348667145,0.8672336339950562",0
simulation event,"0.0,1.0,0.8,-1.040698766708374,4.197593688964844,1.994558572769165",0
single array,"0.0,1.0,0.6,0.343863844871521,0.4654804468154907,0.3160475194454193",0
single buffer,"0.0,1.0,0.65,-0.5524469614028931,-1.6009557247161865,2.5654137134552",0
single cache,"0.0,1.0,0.6,-5.181891441345215,0.5286900401115417,3.671015739440918",0
single disk,"0.0,1.0,0.55,0.17897994816303253,0.24329128861427307,0.6148351430892944",0
single merge,"0.0,1.0,0.6,-0.21415618062019348,0.6432554721832275,0.4716651141643524",0
single parameter,"0.0,1.0,0.8,0.21195852756500244,0.4506295919418335,0.3060559630393982",0
single processor,"0.0,1.0,0.8,0.48079875111579895,1.3802337646484375,0.47109588980674744",0
single sequence,"0.0,1.0,0.75,0.411855548620224,1.6438920497894287,0.5187709331512451",0
size doubles,"0.0,1.0,0.6,-3.2917752265930176,2.7836644649505615,1.3898783922195435",0
skew heap,"0.0,1.0,0.45,-0.05456988885998726,0.4321288466453552,0.05276143550872803",0
slower memories,"0.0,1.0,0.75,0.07777528464794159,-0.21456807851791382,0.1591285765171051",0
small inputs,"0.0,1.0,0.6,-0.11995325982570648,-0.5489038228988647,0.5511342287063599",0
small queues,"0.0,1.0,0.6,0.1949421465396881,4.56449556350708,1.8627710342407227",0
small size,"0.0,1.0,0.5,-3.342482805252075,2.3850016593933105,2.0194478034973145",0
smaller one,"0.0,1.0,0.55,-0.788701593875885,0.19853028655052185,0.9084786772727966",0
smallest element,"0.0,1.0,0.8,-0.34830567240715027,-1.3284276723861694,1.8156317472457886",0
smallest elements,"0.0,1.0,0.85,-0.6536895632743835,1.3261462450027466,0.4401019811630249",0
sorted sequence,"0.0,1.0,0.75,0.09758612513542175,1.5013360977172852,0.324910044670105",0
sorting operation,"0.0,1.0,0.85,1.1120259761810303,-0.18897446990013123,0.8021597862243652",0
source codes,"0.0,1.0,0.6,-0.5213476419448853,0.805340588092804,0.5252354145050049",0
spear data,"0.0,1.0,0.5,3.6826136112213135,5.415523529052734,2.2326529026031494",0
special case,"0.0,1.0,0.6,-0.16603979468345642,-0.6059912443161011,0.981635570526123",0
special routines,"0.0,1.0,0.8,-0.1669899821281433,0.02410254441201687,0.5838184952735901",0
speed gap,"0.0,1.0,0.45,0.049365416169166565,0.055663563311100006,0.29480159282684326",0
spill code,"0.0,1.0,0.5,-0.7635325193405151,-0.38564756512641907,0.8880009651184082",0
studies heaps,"0.0,1.0,0.65,0.251125305891037,6.3556694984436035,1.7177317142486572",0
superscalar alpha,"0.0,1.0,0.85,1.1066205501556396,-1.6187455654144287,2.0271389484405518",0
technological details,"0.0,1.0,1.05,-0.08157330006361008,0.0901050865650177,0.46766531467437744",0
template class,"0.0,1.0,0.7,-0.00040161609649658203,0.20344556868076324,0.16447217762470245",0
textbook formulation,"0.0,1.0,1.0,-0.022357381880283356,0.7636412978172302,0.22779211401939392",0
total number,"0.0,1.0,0.6,6.584027290344238,1.6721793413162231,3.81878662109375",0
total size,"0.0,1.0,0.5,-2.9512739181518555,3.2171754837036133,1.475387454032898",0
traditional priority,"0.0,1.0,1.0,0.9742387533187866,5.0891218185424805,1.7071951627731323",0
tree data,"0.0,1.0,0.45,0.4593954086303711,11.318994522094727,4.014410018920898",0
tree information,"0.0,1.0,0.8,-1.244400978088379,3.520068645477295,4.840529441833496",0
tree variant,"0.0,1.0,0.6,-3.413982391357422,6.066926002502441,1.9570270776748657",0
trees Proceedings,"0.0,1.0,0.85,-1.937424898147583,1.320263385772705,0.8871148228645325",0
turn elements,"0.0,1.0,0.65,-0.8650798797607422,1.2392743825912476,0.7420885562896729",0
unit memory,"0.0,1.0,0.55,-4.306722640991211,-3.2009921073913574,5.083584308624268",0
unnecessary memory,"0.0,1.0,0.9,-4.515355110168457,-2.809547185897827,4.533334732055664",0
unpredictable branch,"0.0,1.0,1.0,0.24059171974658966,-0.046719927340745926,-0.008933961391448975",0
upper bound,"0.0,1.0,0.55,7.721144199371338,0.86767578125,4.850245952606201",0
usage patterns,"0.0,1.0,0.7,0.42731285095214844,-0.1943204551935196,0.46415120363235474",0
usefulness experimen,"0.0,1.0,1.0,-0.8457916975021362,-0.6631731390953064,1.338620901107788",0
useless group,"0.0,1.0,0.65,-5.157431602478027,2.163201332092285,2.9052770137786865",0
valuable suggestions,"0.0,1.0,1.0,-2.074483871459961,-1.7591454982757568,2.5737953186035156",0
virtual address,"0.0,1.0,0.75,-0.7601486444473267,-1.254751205444336,1.6238232851028442",0
virtual memory,"0.0,1.0,0.7,-4.631303787231445,-2.9321043491363525,4.825051784515381",0
way merging,"0.0,1.0,0.55,-1.1474053859710693,1.453379511833191,1.328491449356079",0
whereas loop,"0.0,1.0,0.6,-1.4263145923614502,-0.23847313225269318,1.3625831604003906",0
wider range,"0.0,1.0,0.55,0.8752353191375732,1.2243878841400146,0.666175127029419",0
worst case,"0.0,1.0,0.5,-0.25839856266975403,-0.529787003993988,0.6899218559265137",0
write instructions,"0.0,1.0,0.9,0.49749404191970825,-0.10960520803928375,0.54469895362854",0
ACM,"0.0,1.0,0.15,-1.7727419137954712,1.516797423362732,0.8993024826049805",0
ALP,"0.0,1.0,0.15,-0.13262081146240234,0.05701304227113724,0.5087989568710327",0
ALU,"0.0,1.0,0.15,-0.09335794299840927,-0.2424306720495224,0.19828179478645325",1
AMD,"0.0,1.0,0.15,1.072656273841858,-9.734294891357422,11.106332778930664",0
ATOM,"0.0,1.0,0.2,2.679933547973633,1.6711199283599854,1.3023114204406738",0
Abbott Sean,"0.0,1.0,0.55,0.6284862160682678,1.1404178142547607,0.5877025127410889",0
Access ordering,"0.0,1.0,0.75,-0.16288483142852783,-0.2202313244342804,0.9418423175811768",0
Active Memory,"0.0,1.0,0.65,-4.573312282562256,-2.3172683715820312,5.182415008544922",0
